types,uri,prefLabel,notations,altLabels,definition,exactMatches,inScheme,topConceptOf,isSubjectOfs,collections,casNumbers,inchi,iupacName,pubchem,smiles,formula,vmmParameterIds,seeAlso,inchikey
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/AFTSHZRGGNMLHC-UHFFFAOYSA-N,"1,1-dichloor-1,2,2-trifluorethaan",HCFK123b,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,812-04-4,"InChI=1S/C2HCl2F3/c3-2(4,7)1(5)6/h1H","1,1-Dichloro-1,2,2-trifluoroethane",13132,C(C(F)(Cl)Cl)(F)F,C2HCl2F3,,https://pubchem.ncbi.nlm.nih.gov/compound/13132,InChIKey=AFTSHZRGGNMLHC-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/AFWOYEYXUDHGHF-UHFFFAOYSA-N,8:2 fluortelomeerfosfaat diester (8:2 dipap),bisPFC10yPO4,8:2 fluortelomeerfosfaat diester|bisperfluordecylwaterstoffosfaat (8:2 diPAP)|bisperfluordecylwaterstoffosfaat (8:2 dipap),,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,678-41-1,"InChI=1S/C20H9F34O4P/c21-5(22,7(25,26)9(29,30)11(33,34)13(37,38)15(41,42)17(45,46)19(49,50)51)1-3-57-59(55,56)58-4-2-6(23,24)8(27,28)10(31,32)12(35,36)14(39,40)16(43,44)18(47,48)20(52,53)54/h1-4H2,(H,55,56)","Bis(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl) hydrogen phosphate",3022253,C(COP(=O)(O)OCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C20H9F34O4P,,https://pubchem.ncbi.nlm.nih.gov/compound/3022253,InChIKey=AFWOYEYXUDHGHF-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/AFYPFACVUDMOHA-UHFFFAOYSA-N,chloortrifluormethaan,CFK13,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,75-72-9|185009-43-2,"InChI=1S/CClF3/c2-1(3,4)5",chloro-trifluoromethane,6392,C(F)(F)(F)Cl,CClF3,,https://pubchem.ncbi.nlm.nih.gov/compound/6392,InChIKey=AFYPFACVUDMOHA-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/AFZSMODLJJCVPP-UHFFFAOYSA-N,"2,2-dibenzothiazyldisulfide",22DbztazDS,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,109767-80-8|120-78-5,InChI=1S/C14H8N2S4/c1-3-7-11-9(5-1)15-13(17-11)19-20-14-16-10-6-2-4-8-12(10)18-14/h1-8H,"2-(1,3-benzothiazol-2-yldisulfanyl)-1,3-benzothiazole",8447,C1=CC=C2C(=C1)N=C(S2)SSC3=NC4=CC=CC=C4S3,C14H8N2S4,,https://pubchem.ncbi.nlm.nih.gov/compound/8447,InChIKey=AFZSMODLJJCVPP-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/AFZZYIJIWUTJFO-UHFFFAOYSA-N,"1,3-diethylbenzeen",13DC2yBen,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,141-93-5|68584-01-0,"InChI=1S/C10H14/c1-3-9-6-5-7-10(4-2)8-9/h5-8H,3-4H2,1-2H3","1,3-Diethylbenzene",8864,CCC1=CC(=CC=C1)CC,C10H14,,https://pubchem.ncbi.nlm.nih.gov/compound/8864,InChIKey=AFZZYIJIWUTJFO-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/AGIMOOYNBDLMJV-UHFFFAOYSA-N,perfluor-3-methoxypropaanzuur,,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,377-73-1,"InChI=1S/C4HF7O3/c5-2(6,1(12)13)3(7,8)14-4(9,10)11/h(H,12,13)","2,2,3,3-tetrafluoro-3-(trifluoromethoxy)propanoic acid",120228,C(=O)(C(C(OC(F)(F)F)(F)F)(F)F)O,C4HF7O3,,https://pubchem.ncbi.nlm.nih.gov/compound/120228,InChIKey=AGIMOOYNBDLMJV-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/AGKSTYPVMZODRV-UHFFFAOYSA-N,imibenconazool,imbcnzl,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,86598-92-7,"InChI=1S/C17H13Cl3N4S/c18-13-3-1-12(2-4-13)9-25-17(8-24-11-21-10-22-24)23-16-6-5-14(19)7-15(16)20/h1-7,10-11H,8-9H2","1-[(4-chlorophenyl)methylsulfanyl]-N-(2,4-dichlorophenyl)-2-(1,2,4-triazol-1-yl)ethanimine",93483,C1=CC(=CC=C1CSC(=NC2=C(C=C(C=C2)Cl)Cl)CN3C=NC=N3)Cl,C17H13Cl3N4S,,https://pubchem.ncbi.nlm.nih.gov/compound/93483,InChIKey=AGKSTYPVMZODRV-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/AGOYDEPGAOXOCK-KCBOHYOISA-N,claritromycine,clartmcne,,,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_81103-11-9,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,https://data.omgeving.vlaanderen.be/id/collection/chemische_stof/water,116836-41-0|81103-11-9,"InChI=1S/C38H69NO13/c1-15-26-38(10,45)31(42)21(4)28(40)19(2)17-37(9,47-14)33(52-35-29(41)25(39(11)12)16-20(3)48-35)22(5)30(23(6)34(44)50-26)51-27-18-36(8,46-13)32(43)24(7)49-27/h19-27,29-33,35,41-43,45H,15-18H2,1-14H3/t19-,20-,21+,22+,23-,24+,25+,26-,27+,29-,30+,31-,32+,33-,35+,36-,37-,38-/m1/s1","(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-[(2S,3R,4S,6R)-4-dimethylamino-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-12,13-dihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-7-methoxy-3,5,7,9,11,13-hexamethyl-1-oxacyclotetradecane-2,10-dione",84029,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,C38H69NO13,1410,https://pubchem.ncbi.nlm.nih.gov/compound/84029,InChIKey=AGOYDEPGAOXOCK-KCBOHYOISA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/AGUIVNYEYSCPNI-UHFFFAOYSA-N,tetryl (ce),tetl,tetryl (CE),,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,479-45-8,"InChI=1S/C7H5N5O8/c1-8(12(19)20)7-5(10(15)16)2-4(9(13)14)3-6(7)11(17)18/h2-3H,1H3","N-methyl-N-(2,4,6-trinitrophenyl)nitramide",10178,CN(C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],C7H5N5O8,,https://pubchem.ncbi.nlm.nih.gov/compound/10178,InChIKey=AGUIVNYEYSCPNI-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/AHANXAKGNAKFSK-IUQGRGSQSA-N,"cis-11,14,17-eicosatrieenzuur",c111417C20aT,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,2091-27-2,"InChI=1S/C20H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h3-4,6-7,9-10H,2,5,8,11-19H2,1H3,(H,21,22)/b4-3+,7-6+,10-9+","['(11E,14E,17E)-icosa-11,14,17-trienoic acid', 'icosa-11,14,17-trienoic acid']",5282827,CCC=CCC=CCC=CCCCCCCCCCC(=O)O,C20H34O2,,https://pubchem.ncbi.nlm.nih.gov/compound/5282827,InChIKey=AHANXAKGNAKFSK-IUQGRGSQSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/AHJKRLASYNVKDZ-UHFFFAOYSA-N,"p,p’-ddd",44DDD,"4,4'-dichloordifenyldichloorethaan|pp'dichloordifenyldichloorethaan",,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_72-54-8,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,https://data.omgeving.vlaanderen.be/id/collection/chemische_stof/water,72-54-8,"InChI=1S/C14H10Cl4/c15-11-5-1-9(2-6-11)13(14(17)18)10-3-7-12(16)8-4-10/h1-8,13-14H","1-chloro-4-[2,2-dichloro-1-(4-chlorophenyl)ethyl]benzene",6294,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,C14H10Cl4,261,https://pubchem.ncbi.nlm.nih.gov/compound/6294,InChIKey=AHJKRLASYNVKDZ-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/AHOUBRCZNHFOSL-YOEHRIQHSA-N,paroxetine,paroetne,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,110429-35-1|63952-24-9|61869-08-7,"InChI=1S/C19H20FNO3/c20-15-3-1-13(2-4-15)17-7-8-21-10-14(17)11-22-16-5-6-18-19(9-16)24-12-23-18/h1-6,9,14,17,21H,7-8,10-12H2/t14-,17-/m0/s1","(3S,4R)-3-(1,3-benzodioxol-5-yloxymethyl)-4-(4-fluorophenyl)piperidine",43815,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,C19H20FNO3,,https://pubchem.ncbi.nlm.nih.gov/compound/43815,InChIKey=AHOUBRCZNHFOSL-YOEHRIQHSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/AHTPATJNIAFOLR-UHFFFAOYSA-N,thifensulfuron-methyl,thifsfrnC1y,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,79277-27-3,"InChI=1S/C12H13N5O6S2/c1-6-13-10(16-12(14-6)23-3)15-11(19)17-25(20,21)7-4-5-24-8(7)9(18)22-2/h4-5H,1-3H3,(H2,13,14,15,16,17,19)","methyl 3-[(4-methoxy-6-methyl-1,3,5-triazin-2-yl)carbamoylsulfamoyl]thiophene-2-carboxylate",73674,CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=C(SC=C2)C(=O)OC,C12H13N5O6S2,,https://pubchem.ncbi.nlm.nih.gov/compound/73674,InChIKey=AHTPATJNIAFOLR-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/AHUWMUAVZFJTOC-HNQUOIGGSA-N,3-broom-1-chloorpropeen,3Br1ClC3e,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,3737-00-6,"InChI=1S/C3H4BrCl/c4-2-1-3-5/h1,3H,2H2/b3-1+",(E)-3-bromo-1-chloroprop-1-ene,6433386,C(C=CCl)Br,C3H4BrCl,,https://pubchem.ncbi.nlm.nih.gov/compound/6433386,InChIKey=AHUWMUAVZFJTOC-HNQUOIGGSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/AIGRXSNSLVJMEA-UHFFFAOYSA-N,ethyl-p-nitrofenylthiobenzeenfosfonaat,EPN,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,65580-79-2|65580-80-5|2104-64-5,"InChI=1S/C14H14NO4PS/c1-2-18-20(21,14-6-4-3-5-7-14)19-13-10-8-12(9-11-13)15(16)17/h3-11H,2H2,1H3",ethoxy-(4-nitrophenoxy)-phenyl-sulfanylidenephosphorane,16421,CCOP(=S)(C1=CC=CC=C1)OC2=CC=C(C=C2)[N+](=O)[O-],C14H14NO4PS,,https://pubchem.ncbi.nlm.nih.gov/compound/16421,InChIKey=AIGRXSNSLVJMEA-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/AIKKULXCBHRFOS-UHFFFAOYSA-N,formothion,formton,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,2540-82-1,"InChI=1S/C6H12NO4PS2/c1-7(5-8)6(9)4-14-12(13,10-2)11-3/h5H,4H2,1-3H3",2-dimethoxyphosphinothioylsulfanyl-N-formyl-N-methylacetamide,17345,CN(C=O)C(=O)CSP(=S)(OC)OC,C6H12NO4PS2,,https://pubchem.ncbi.nlm.nih.gov/compound/17345,InChIKey=AIKKULXCBHRFOS-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/AJAKLDUGVSKVDG-UHFFFAOYSA-N,"3,7,11,15-tetramethyl-1hexadecanol",371115T4C1y1,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,645-72-7,"InChI=1S/C20H42O/c1-17(2)9-6-10-18(3)11-7-12-19(4)13-8-14-20(5)15-16-21/h17-21H,6-16H2,1-5H3","3,7,11,15-Tetramethylhexadecan-1-ol",102459,CC(C)CCCC(C)CCCC(C)CCCC(C)CCO,C20H42O,,https://pubchem.ncbi.nlm.nih.gov/compound/102459,InChIKey=AJAKLDUGVSKVDG-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/AJDIZQLSFPQPEY-UHFFFAOYSA-N,"1,1,2-trichloortrifluorethaan",CFK113,"1,1,2-trichloor-1,2,2-trifluorethaan|1,1,2-trichloortrifluor-ethaan",,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_76-13-1,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,https://data.omgeving.vlaanderen.be/id/collection/chemische_stof/water,57762-34-2|59948-56-0|56996-61-3|76-13-1|39349-94-5,"InChI=1S/C2Cl3F3/c3-1(4,6)2(5,7)8","1,1,2-Trichloro-1,2,2-trifluoroethane",6428,C(C(F)(Cl)Cl)(F)(F)Cl,C2Cl3F3,502,https://pubchem.ncbi.nlm.nih.gov/compound/6428,InChIKey=AJDIZQLSFPQPEY-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/AJRJPORIQGYFMT-PVOVUMCXSA-N,"2-ethylidene-1,5-dimethyl-3,3-difenylpyrrolidine",2C2yid15DC1y,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,30223-73-5|57195-65-0,"InChI=1S/C20H23N/c1-4-19-20(15-16(2)21(19)3,17-11-7-5-8-12-17)18-13-9-6-10-14-18/h4-14,16H,15H2,1-3H3/b19-4-","(2Z)-2-ethylidene-1,5-dimethyl-3,3-di(phenyl)pyrrolidine",5378015,CC=C1C(CC(N1C)C)(C2=CC=CC=C2)C3=CC=CC=C3,C20H23N,,https://pubchem.ncbi.nlm.nih.gov/compound/5378015,InChIKey=AJRJPORIQGYFMT-PVOVUMCXSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/AJYPYWFCUWHZMZ-UHFFFAOYSA-M,acetaminophen sulfaatester,actmnpSO4Esr,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,32113-41-0|10066-90-7|129396-21-0,"InChI=1S/C8H9NO5S.K/c1-6(10)9-7-2-4-8(5-3-7)14-15(11,12)13;/h2-5H,1H3,(H,9,10)(H,11,12,13);/q;+1/p-1",potassium (4-acetamidophenyl) sulfate,6365369,CC(=O)NC1=CC=C(C=C1)OS(=O)(=O)[O-].[K+],C8H8KNO5S,,https://pubchem.ncbi.nlm.nih.gov/compound/6365369,InChIKey=AJYPYWFCUWHZMZ-UHFFFAOYSA-M
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/AKCRQHGQIJBRMN-UHFFFAOYSA-N,o-chlooraniline,2ClAn,2-chlooraniline,,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_95-51-2,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,https://data.omgeving.vlaanderen.be/id/collection/chemische_stof/water,27134-26-5|95-51-2,"InChI=1S/C6H6ClN/c7-5-3-1-2-4-6(5)8/h1-4H,8H2",2-Chloroaniline,7240,C1=CC=C(C(=C1)N)Cl,C6H6ClN,47,https://pubchem.ncbi.nlm.nih.gov/compound/7240,InChIKey=AKCRQHGQIJBRMN-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/AKEJUJNQAAGONA-UHFFFAOYSA-N,zwaveltrioxide (SO3),,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,"LUC/III/008VLAR II Art. 5.7.2.3 'gasvormig zwaveldioxide en zwaveltrioxide, met inbegrip van zuurdruppels berekend als SO2-equivalent'VLAR II Art. 5.7.3.1 'zwaveltrioxide'VLAR III (D3, diverse art) 'SO3'",https://data.omgeving.vlaanderen.be/id/collection/chemische_stof/lucht,12210-38-7|7446-11-9,InChI=1S/O3S/c1-4(2)3,SULFUR TRIOXIDE,24682,O=S(=O)=O,O3S,,https://pubchem.ncbi.nlm.nih.gov/compound/24682,InChIKey=AKEJUJNQAAGONA-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/AKLOLDQYWQAREW-UHFFFAOYSA-N,"3,4-dinitrofenol",34DNO2Fol,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,577-71-9,"InChI=1S/C6H4N2O5/c9-4-1-2-5(7(10)11)6(3-4)8(12)13/h1-3,9H","3,4-DINITROPHENOL",11348,C1=CC(=C(C=C1O)[N+](=O)[O-])[N+](=O)[O-],C6H4N2O5,,https://pubchem.ncbi.nlm.nih.gov/compound/11348,InChIKey=AKLOLDQYWQAREW-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/AKNQMEBLVAMSNZ-UHFFFAOYSA-N,azaconazool,azacnzl,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,60207-31-0,"InChI=1S/C12H11Cl2N3O2/c13-9-1-2-10(11(14)5-9)12(18-3-4-19-12)6-17-8-15-7-16-17/h1-2,5,7-8H,3-4,6H2","1-[[2-(2,4-dichlorophenyl)-1,3-dioxolan-2-yl]methyl]-1,2,4-triazole",43233,C1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl,C12H11Cl2N3O2,,https://pubchem.ncbi.nlm.nih.gov/compound/43233,InChIKey=AKNQMEBLVAMSNZ-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/AKPLHCDWDRPJGD-UHFFFAOYSA-N,desmethyldiazepam,desC1yDazpm,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,1088-11-5,"InChI=1S/C15H11ClN2O/c16-11-6-7-13-12(8-11)15(17-9-14(19)18-13)10-4-2-1-3-5-10/h1-8H,9H2,(H,18,19)","7-chloro-5-phenyl-1,3-dihydro-1,4-benzodiazepin-2-one",2997,C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3,C15H11ClN2O,,https://pubchem.ncbi.nlm.nih.gov/compound/2997,InChIKey=AKPLHCDWDRPJGD-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/ALDJIKXAHSDLLB-UHFFFAOYSA-N,"2,2',3,5'-tetrachloorbifenyl",PCB44,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,41464-39-5|70362-46-8,InChI=1S/C12H6Cl4/c13-7-4-5-10(14)9(6-7)8-2-1-3-11(15)12(8)16/h1-6H,"1,2-dichloro-3-(2,5-dichlorophenyl)benzene",38875,C1=CC(=C(C(=C1)Cl)Cl)C2=C(C=CC(=C2)Cl)Cl,C12H6Cl4,,https://pubchem.ncbi.nlm.nih.gov/compound/38875,InChIKey=ALDJIKXAHSDLLB-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/ALEROMXYYSQFLX-UHFFFAOYSA-N,di-isohexylftalaat,,di-isohexylftalaat (mix van isomeren),,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,146-50-9|71850-09-4|68515-50-4,"InChI=1S/C20H30O4/c1-15(2)9-7-13-23-19(21)17-11-5-6-12-18(17)20(22)24-14-8-10-16(3)4/h5-6,11-12,15-16H,7-10,13-14H2,1-4H3","bis(4-methylpentyl) benzene-1,2-dicarboxylate",8970,CC(C)CCCOC(=O)C1=CC=CC=C1C(=O)OCCCC(C)C,C20H30O4,,https://pubchem.ncbi.nlm.nih.gov/compound/8970,InChIKey=ALEROMXYYSQFLX-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/ALRLPDGCPYIVHP-UHFFFAOYSA-N,1-nitropyreen,1NO2Pyr,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,63021-86-3|5522-43-0,InChI=1S/C16H9NO2/c18-17(19)14-9-7-12-5-4-10-2-1-3-11-6-8-13(14)16(12)15(10)11/h1-9H,1-Nitropyrene,21694,C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)[N+](=O)[O-],C16H9NO2,,https://pubchem.ncbi.nlm.nih.gov/compound/21694,InChIKey=ALRLPDGCPYIVHP-UHFFFAOYSA-N
